时间节点,A,B,C
92,111.22647115,73.9935017,79.51786495
93,112.4299824,79.99116264999999,86.0788386
94,106.94119665,73.20031795,77.96269895
95,105.03611585,72.96596375,78.1410804
96,103.1263189,72.43993545000001,76.35736130000001
97,103.75059949999999,78.50567075000001,84.19420715
98,100.1189096,72.27152190000001,77.79664925
99,99.54086335,72.1770918,77.78356235
100,99.38123325000001,72.28789605,77.13627735
101,106.98123135,77.43387195,84.79316975
102,96.26029940000001,71.6653084,76.05957845
103,94.44165775,71.30425220000001,76.01779769999999
104,94.1324274,71.71043159999999,75.60153109999999
105,97.1660512,76.1476573,82.30629545000001
106,93.6973412,70.78368395000001,74.7074352
107,93.57351335,71.9396763,75.45424425
108,92.09555710000001,70.3816026,74.02447735
109,96.31060875,75.38946225,82.00520005
110,93.82312465,70.0107223,73.88268790000001
111,91.7913238,69.5485127,74.0250484
112,91.99726545,70.09152685,73.05088005
113,95.02881269999999,75.5938743,80.71673875
114,91.9541324,69.4433385,73.12864775
115,92.807847,69.4361147,72.9692476
116,92.56235625,69.5250658,73.57528415
117,94.5217203,75.455412,81.2277671
118,93.56198655,69.57507385,73.4737129
119,93.1999928,69.95550605,73.4502731
120,95.2099807,70.92439465,74.3438551
121,96.9029682,77.5334617,82.43358934999999
122,98.2853704,72.55978590000001,76.07777284999999
123,100.388348,74.87517855,77.0884406
124,104.40675719999999,75.17485309999999,78.3914733
125,110.96268520000001,83.02055994999999,86.8939985
126,109.71386079999999,79.56382615,82.09046409999999
127,111.0521359,81.24692350000001,83.82463605
128,113.51696505,84.28215785,85.46112219999999
129,121.5041409,93.97300625000001,96.31690935
130,121.96290545000001,91.6598401,92.1613734
131,125.7584991,95.46841295,95.4399861
132,127.17860610000001,97.693046,97.77285245
133,132.6225704,105.92644585000001,106.9591493
134,128.8907993,100.8174702,100.80414915
135,131.0129875,102.34063635,102.27497819999999
136,131.9603783,103.9073928,102.91806965
137,137.50907465,112.45057245000001,112.32187375
138,139.73128665,105.9366532,105.003356
139,134.3262386,105.89368619999999,105.65470275
140,135.24429275,106.2283359,105.8073979
141,139.133009,113.0708971,113.2889625
142,136.57817749999998,106.48632885,105.18262435
143,136.78721230000002,105.82148635,96.8559072
144,135.8103465,104.7320718,102.89191165
145,136.19186215,109.98384685,108.47057825
146,130.54537424999998,100.6458355,98.67818095
147,129.32193555,100.60425665,99.07977275
148,129.00179595,101.80863105,99.33670545
149,133.4533385,109.3975089,107.66787029999999
150,129.74539705,101.96017205,100.4212495
151,129.94616675,102.49049790000001,100.2852018
152,131.5065708,104.7549828,101.62058090000001
153,136.2363722,111.6096295,110.73469800000001
154,138.11914275,105.5574702,102.49334595
155,133.1924215,105.08972994999999,102.1553622
156,133.349774,105.5537356,103.22731585
157,137.7541655,112.85681845,111.07687105000001
158,134.03786775,105.002713,102.45487825
159,132.88557735,105.82234075000001,102.5762737
160,133.2242756,105.79500719999999,102.9732267
161,138.5289196,113.02754420000001,110.65574995
162,135.68772005,105.98137910000001,102.98874090000001
163,135.63434665,105.9350024,103.44324085
164,135.6096731,106.03241469999999,103.1512797
165,140.93223955,113.58640695,111.3652869
166,137.3343381,106.043816,102.80164075
167,137.68094825,104.8093968,101.04305355
168,137.358382,102.1093676,101.15911545
169,143.512381,107.26662235,107.9224564
170,138.8319382,99.51861715000001,99.13404325
171,138.9450851,98.83414045,98.60248345
172,139.8818305,98.68782619999999,99.514679
173,141.85808885,104.96365175000001,106.98396335000001
174,137.22623365,97.6384614,98.54236325
175,136.87944625,98.4010264,97.99382000000001
176,135.89330375,96.9669473,97.69873995
177,139.81044839999998,102.41114795,104.973882
178,134.839749,96.45879255,96.4361881
179,144.49479735,95.65382869999999,96.31627714999999
180,134.5129247,95.9085085,96.13424655
181,138.42804930000003,101.3036724,103.23916125000001
182,134.35714155,93.9919265,95.89458585
183,134.7603208,94.35322155,94.44406255
184,134.13478805,92.84584735,94.70683604999999
185,136.03651005,97.39128174999999,100.6594841
186,131.49648620000002,92.99318704999999,93.2082881
187,129.96515155,93.39078555,92.05118195
188,134.084768,91.6901283,91.7679792
189,129.89930485,97.0013814,98.3748955
190,135.69906705000002,89.59389449999999,90.5615794
191,125.03377569999999,88.86241740000001,89.466637
192,122.0626,90.70405495,89.16882120000001
193,124.4527405,96.1267111,95.86462965
194,118.29633235,88.05931195000001,89.63243945
195,116.97449545,90.4542285,88.9844694
196,116.25851064999999,89.9290347,89.1798818
197,117.7858202,96.23279165,96.55075810000001
198,115.74902490000001,88.82478775,88.35309335
199,115.714423,89.3940212,88.1681006
200,112.99226110000001,87.95639084999999,87.16058100000001
201,117.06815225,92.64852055,94.14631405
202,113.54759835,88.46741985,86.64572229999999
203,113.14321065,105.1437304,86.8802563
204,111.19542175,89.0612325,87.01714175
205,115.61447635,94.5840253,93.58864944999999
206,112.1835647,86.66558825,85.43270235000001
207,111.2756103,85.5328048,86.7134226
208,110.55587270000001,87.4384033,85.63634119999999
209,114.4899677,91.55501919999999,92.9035792
210,110.34476505,88.37698945,85.57576255
211,122.1920253,88.25225095,84.8247513
212,111.80997155,86.68048595,84.7804769
213,114.79335255,94.60652069999999,92.29681585
214,112.44051345,86.28438545,84.7090116
215,112.4180432,87.2890692,85.3837244
216,112.0209702,88.54729375,85.81898755
217,127.7147854,94.61599085,93.501969
218,114.75007355,87.4257779,86.42209195
219,115.8848634,90.54939949999999,86.4023497
220,118.28820955,87.40106355,87.2096863
221,122.4877093,96.20216585,95.54023769999999
222,121.1008293,89.0998456,88.83804275
223,123.90092245,90.08983675,89.24558085
224,124.288958,91.6143641,91.4157702
225,125.98239720000001,99.22884635000001,99.55374535
226,126.3623143,95.60643184999999,95.40315670000001
227,129.38137765,97.44368125,97.17930985000001
228,131.3941628,100.44915565,99.338173
229,136.111049,108.39272465,108.30891455
230,133.2752223,116.7007765,102.34251764999999
231,135.15642319999998,103.06008245,102.51513275
232,136.8304349,105.16285965,104.04836130000001
233,141.9100757,113.04654880000001,113.20018925
234,138.05474925,106.43255125,105.62347205
235,138.56704115,106.7576078,105.94656174999999
236,138.3387378,106.5195025,106.28563065
237,142.98426675000002,114.3472524,114.27345715
238,140.57786865,107.52458295,104.91315975
239,139.70078295,106.19737435,105.0335296
240,137.55546109999997,105.5842935,103.12768205
241,139.55001620000002,109.9409,109.2833704
242,132.43127305,101.37047315000001,99.21446255
243,132.13209845,101.0964433,98.95017560000001
244,130.73041055,101.41100875,100.12483155
245,135.69492675,109.54161745,108.88776795
246,131.9280864,102.26233479999999,101.10353405000001
247,133.86921685,102.2378064,101.08992389999999
248,134.3923977,103.72046255,102.56535505
249,139.00731395,111.63267574999999,111.99595889999999
250,135.5232279,104.6798089,103.65475860000001
251,135.77648965,104.70544515,103.8500045
252,136.11795694999998,104.89855675,103.45882795
253,139.5684635,112.51387795,111.64109690000001
254,136.0018317,104.55358525,103.33239305
255,136.41813005,104.5979259,103.8668263
256,137.00147925000002,104.80807555,104.68737505
257,146.21772579999998,111.9590812,112.0054806
258,137.44383195,105.45466815,104.34526635
259,138.00067430000001,105.3076442,104.29503165
260,139.8505515,105.35264690000001,104.3727007
261,143.93684675,112.7697385,112.5438635
262,140.17217995,104.688485,103.4753646
263,149.3059131,103.71703515,102.63691705000001
264,140.36963154999998,102.11244789999999,101.5129064
265,149.81418515000001,107.66059835,108.83958275
266,150.3527929,100.16313995,100.08082180000001
267,141.2784572,99.5570335,99.70099555
268,141.15013045,99.6477794,99.7917948
269,144.23448025,106.28769994999999,106.95971185
270,139.37215275,98.93124379999999,100.37275805
271,138.1774296,98.68140975,99.0988146
272,137.3544809,97.46068885000001,98.77255675
273,140.89613815,103.56232245000001,105.9620539
274,137.17571239999998,96.04610395,98.2244333
275,137.17891120000002,96.14935995,97.8525384
276,137.8790853,96.68874645000001,96.84753144999999
277,141.1525308,102.53852805,104.7245095
278,137.73513105,94.06234450000001,96.38164350000001
279,137.37943865,93.80045875,95.2479703
280,136.95074085,93.25510875,94.7216389
281,140.38011235000002,101.99674975,101.8752005
282,144.6995712,94.68031165000001,93.09747995
283,133.2227222,93.62619175,92.50178335
284,132.2990587,93.38195095,91.6227842
285,134.10328705,99.2422898,98.83694315000001
286,127.9352133,93.88665585,90.0639858
287,126.4441884,90.5215731,90.16061905
288,123.6224393,91.60417699999999,88.63358740000001
289,126.4545753,97.21538009999999,95.50297435
290,122.26611275,91.32045885,88.98945435
291,119.696667,89.5733109,89.14873705
292,120.96686324999999,90.50877125000001,88.96466725
293,122.4819073,95.6443888,96.02104565
294,117.86015425000001,89.48973165,88.6871068
295,118.14162085000001,89.75960365,88.2260102
296,117.0253048,105.11740675,87.9791693
297,121.00621385,95.36639805,94.35816155
298,114.68499920000001,87.72195085,87.0835319
299,119.19695639999999,88.9541664,87.1719887
300,115.69869754999999,90.41285744999999,86.81119405000001
301,119.91570215,95.15011725,93.59438955
302,114.4163366,88.05259285,85.78011015
303,113.61468525,88.45817985,85.5833837
304,119.9530499,87.61467325000001,85.47091565
305,117.95974405,91.21738189999999,92.75024305000001
306,114.19690095,89.39611585,85.21674465
307,114.56520395,88.12723715,84.46455215
308,112.36929330000001,87.23152325,84.60495239999999
309,117.64340005,94.34893425,91.83791860000001
310,114.3611714,88.4945719,85.00769994999999
311,114.88326945,87.1246179,84.62234385000001
312,115.82717835,87.25576195,84.06192175
313,119.7113948,94.37474180000001,92.81677925000001
314,117.82540924999999,87.5416764,84.65250160000001
315,117.07793665,89.0669463,84.48949404999999
316,121.0404322,88.46888580000001,84.920952
317,125.51283425,95.110634,93.50798595
318,123.79096815,90.11040685,87.32463535
319,123.92880215000001,92.7863552,88.74596525
320,124.10877504999999,94.75671715,90.06020054999999
321,134.42994285,98.8471138,98.33652860000001
322,128.51725775,95.0394832,93.42037735
323,130.87561535,98.36655499999999,95.77141585000001
324,133.1413609,100.85936895,96.5257907
325,138.07454745,107.6282493,106.36607550000001
326,134.81237485,102.17337265,99.7661946
327,136.82524075,103.3551921,100.57730025
328,136.7057161,104.56103685000001,101.7406125
329,142.73737935,113.09749485,110.9303785
330,138.94373015,106.8291816,103.20688924999999
331,139.91132445,107.3246289,104.4977665
332,140.1935647,107.62583055,104.4271851
333,145.93252090000001,114.6074556,112.37732985
334,142.0311735,107.2472721,104.3117196
335,141.3716412,106.909384,102.47710135
336,140.39514395,105.3278746,101.08558945
337,140.17649125,110.56362924999999,107.8060529
338,132.90748944999999,100.748941,93.00771165
339,132.92015095000002,101.54494585,98.04866009999999
340,132.9253204,102.13016999999999,98.63839345000001
341,136.89345905000002,109.70100814999999,108.7392705
342,136.1872655,102.8723171,99.49886325
343,133.84723445,103.20984125,100.44321799999999
344,135.2800331,104.60363129999999,102.0981572
345,140.79228815000002,112.7777993,110.77292824999999
346,137.66955850000002,105.64804584999999,102.22836885
347,137.74211065,105.6259923,101.67070290000001
348,146.80125385,104.43627085,102.28139569999999
349,143.67706855,113.2839564,110.5068587
350,138.4485172,105.48073459999999,102.02553879999999
351,137.46289515,105.5734269,102.5866988
352,146.466849,105.57556054999999,102.73724515
353,142.18329569999997,113.13436515,111.4076713
354,138.19751465,106.67976835,103.46186375
355,138.46339840000002,106.77679140000001,102.73472389999999
356,139.50449505,105.77925139999999,102.82757600000001
357,144.5209357,112.979365,111.36709125
358,141.2568186,105.7864893,102.62143979999999
359,141.08299540000002,104.34443309999999,101.91135605000001
360,140.46032755,102.06079344999999,100.1428691
361,145.5439226,108.24164755,107.88176025000001
362,141.50141585,99.81010565,100.1015882
363,142.16344685,99.31150530000001,98.67608109999999
364,141.97376045000001,99.10339365,98.53447055
365,144.55487770000002,106.07983525,107.1617594
366,140.44966585,98.60047075,98.1740065
367,140.25858674999998,98.28460965,98.40400029999999
368,139.23613459999999,97.7463908,97.23685205
369,143.05272539999999,104.3997896,104.92884570000001
370,137.3006306,96.53523065,95.96870799999999
371,136.3914549,96.6648735,95.98725974999999
372,136.64343590000001,96.1996504,96.6460183
373,140.95558025,102.54456155,103.99529135
374,136.61496515000002,94.46517615,94.97530635
375,135.50167069999998,94.0515667,94.9400235
376,134.58182754999999,93.67578125,94.82910375
377,139.264056,100.87680809999999,100.4223625
378,134.22700104999998,94.47090374999999,92.3606595
379,132.26222445000002,93.0802705,91.7208915
380,131.40167505,90.51074795000001,90.97478389999999
381,133.31689749999998,98.17020185,98.94741835
382,127.37815845,90.90782985,89.82477085000001
383,126.3192926,91.98593085,89.1181797
384,123.33924145,89.8238416,88.15445545
385,125.92705070000001,96.0031759,94.70797065000001
386,121.5931954,89.50397475,88.3469008
387,119.63109585,90.4155835,88.10323265000001
388,119.1610658,90.8955661,88.0365753
389,121.0259676,98.33872625000001,95.48537105
390,117.15822035000001,90.40276045,87.18298675
391,117.31211904999999,89.57448235000001,87.16199885
392,116.02863624999999,90.3358186,86.93255009999999
393,117.83102395,111.139018,93.8031547
394,113.5671714,90.99974950000001,86.3218808
395,113.1593512,89.63526859999999,85.8497485
396,114.4729284,89.42020015,85.63005580000001
397,116.745931,95.5567671,92.22156895
398,112.2805649,88.31661204999999,85.50540545000001
399,113.5383975,87.7365472,84.7429924
400,118.84404935,88.80256575,84.42262095
401,118.18225754999999,92.6006076,91.2508272
402,112.22740850000001,87.22407075,83.73064965
403,113.45561964999999,87.19718739999999,84.93559045
404,112.89159005,88.08380925,83.6238868
405,117.7705138,94.70995909999999,91.09049085000001
406,113.21803015,88.33804585,84.47457684999999
407,114.77062459999999,88.78882575,84.42347819999999
408,115.3352394,87.1209357,84.516898
409,119.1251157,94.98749860000001,92.58580925000001
410,117.7924342,86.68826875,85.05136195
411,117.42247685000001,88.64133319999999,84.82237119999999
412,120.38315205,89.47596580000001,84.7899347
413,124.19001485000001,96.46062094999999,92.2048257
414,123.23719045,88.62450414999999,85.36868595
415,123.97816015,90.3035589,86.87661560000001
416,125.5013352,90.6333621,89.2182871
417,130.5163751,98.52330975,96.3376143
418,127.98313205,93.058386,91.54923305
419,135.47854825,94.4829613,93.50572885
420,132.68199520000002,95.9674786,93.89807355
421,137.6210592,104.8043113,103.0247377
422,135.78003685000002,98.00112675,96.70866585
423,137.61403959999998,99.99621585,98.074231
424,138.7239805,101.1144264,99.81957030000001
425,143.6437905,109.68641125,109.00226895
426,140.55791889999998,103.3663139,100.64752254999999
427,140.4063529,103.72322165000001,100.9720691
428,140.75532445,104.06104425000001,101.24326565
429,146.51720505,111.2969173,109.57664414999999
430,144.0439784,103.96740185,101.270379
431,142.64389735,103.2075724,101.06787455
432,141.39820014999998,101.9649439,100.29872915
433,140.7251723,106.75159765,105.45641105
434,134.2139095,96.71635215,95.6518542
435,134.0619262,97.72573955,96.799479
436,132.90183485,98.53769255,97.3944289
437,136.75068100000001,106.97436895,105.52514555
438,133.55201345,99.97270915,98.2407885
439,134.4613738,100.28979695000001,98.49726835
440,135.94252015,101.82206655,99.32277535
441,140.98273855000002,109.92340270000001,107.59380125
442,137.84908395,101.37058405,99.2823646
443,137.84641269999997,101.67112625,100.06871945
444,137.7879953,101.5548579,99.9070149
445,142.01764384999998,109.4309326,108.01970105000001
446,137.90810209999998,116.71338,99.34883665
447,139.31850534999998,102.14894015,100.5056396
448,138.57052465,101.9389986,99.73406335
449,144.04302185,109.1876002,108.22784075
450,139.96347695,102.64762935,100.60831365
451,140.06384375,102.9704985,99.594245
452,141.4909655,102.8790155,99.62555865
453,145.0915742,110.72244915,108.14681205
454,142.41811554999998,102.72228865,100.25246415
455,141.7064155,101.13074135,98.98272659999999
456,141.7955325,100.29047405,98.75983414999999
457,146.05109495,104.73887260000001,106.2961369
458,142.222978,98.04238035,97.75160765000001
459,147.42760735000002,96.9094841,96.96574224999999
460,142.8856373,97.82595865,97.17786855
461,145.69071625,104.29822474999999,104.74455409999999
462,141.66137175,96.84093915000001,96.16757009999999
463,140.840562,96.95952310000001,96.2733122
464,140.0542375,96.22001589999999,95.51653359999999
465,142.7885051,102.0400738,103.15018765
466,138.0770354,96.35570915,95.5519947
467,137.89266665,95.83956035,95.2612007
468,138.71568825,95.4353814,95.48530195
469,141.80157645,101.69288345,102.27941684999999
470,146.67021234999999,93.81445895,93.57747065000001
471,138.01990095000002,93.90826510000001,92.19284359999999
472,140.79373965,93.4023726,91.96228065
473,141.777666,100.8943052,99.2162778
474,136.58043625,93.8385057,90.82220960000001
475,135.40863595,92.8709357,90.403987
476,133.20345535,92.01838415,89.9196119
477,135.71240784999998,98.3747305,96.4273384
478,128.95503115,92.03457460000001,88.2278072
479,126.86839814999999,92.04771004999999,88.2602181
480,126.13972199999999,91.70599385,86.90177845
481,127.75959475,97.23270794999999,93.50589925
482,122.52192484999999,91.52354270000001,87.03624845
483,120.28728215,91.5179093,86.77516085
484,121.7454508,89.5044049,86.79707725
485,122.9750659,96.0925549,94.53140640000001
486,118.92332805,90.10882845,85.84141855
487,117.582303,90.00961165000001,85.87293205
488,120.32118475,89.4729952,84.92736875
489,123.20999215,96.0414028,92.43919055
490,116.8136366,89.6796668,84.49381179999999
491,116.54619705,88.97284435,84.18841465000001
492,114.1119631,88.64311724999999,84.93247199999999
493,117.5368272,93.89258095000001,90.73589065
494,114.00877045,88.5442884,83.53435045
495,115.07049835,89.25417015000001,82.74494055
496,114.84570645,87.04288115,82.62363205
497,129.25141605,93.85071015,90.26480430000001
498,113.34547335,87.48968124999999,82.21251665000001
499,114.44523290000001,103.0520861,81.998208
500,125.84570389999999,88.54846090000001,82.0898861
501,122.13176055000001,93.03963259999999,90.06829570000001
502,113.9879258,88.1376951,83.16540855
503,125.6420057,86.31017925,83.8334055
504,114.4315199,87.90463275,83.36207005
505,119.1864665,93.7893098,91.11912765
506,115.33754889999999,88.6005763,84.78745615
507,116.03099965,87.2904947,84.68831585
508,116.92869305,89.8185307,84.5233534
509,121.5997329,94.26227315,94.48056985
510,119.93012225,90.7874232,87.34773775
511,120.98363125,89.42632565,88.49300414999999
512,133.0000972,90.5391522,91.18168295
513,128.52175965,97.0005872,99.37223089999999
514,127.35003595,90.23116025,94.7947373
515,129.22683415,91.39405025,97.3199801
516,130.7237939,92.7594804,98.503405
517,135.84265299999998,99.61818515,108.4576655
518,133.6517135,94.37195299999999,101.01860309999999
519,134.9604491,95.47919765,102.57517514999999
520,136.32984355,97.0020854,103.8606272
521,141.6670691,105.58457455,113.89025665
522,138.30384375,98.78606939999999,105.8487401
523,138.7647901,100.27186925000001,106.128451
524,138.4359884,100.65284755,106.0937001
525,144.75592874999998,107.4532985,114.32921025
526,141.37559635,100.05974575,105.79692655000001
527,144.7279843,98.8225815,104.94283680000001
528,139.34648855,98.0510062,103.37114065
529,139.33438295,103.5527804,109.5399384
530,132.47718940000001,94.86818225,100.66895025
531,132.59068525,95.04077275,100.00171404999999
532,131.35117235,95.72678945,100.1778419
533,141.89570855000002,103.63948330000001,109.16693735
534,134.36810269999998,96.90868305000001,100.72220075
535,133.9000236,97.2635032,102.446648
536,135.55797025,98.2601878,103.509265
537,144.73760765,106.782958,111.4220239
538,145.71748675,98.7787465,104.55520974999999
539,136.8268634,98.29587885,104.02161855
540,136.79988550000002,98.05258635,103.199382
541,145.16729345,105.53389729999999,111.8294591
542,136.9992061,98.16966205,103.60278715
543,137.381223,97.8841204,103.91640725
544,137.17229980000002,97.86214849999999,103.82146829999999
545,142.09080825,106.01219815,112.33289655
546,139.1792704,98.71453685,104.2666909
547,139.89519875000002,99.10671285,104.8568221
548,145.47539120000002,98.64459655,104.32499
549,145.73257500000003,106.361417,112.52023125
550,142.87405035,99.4991564,104.37761830000001
551,143.15788065,98.7413397,101.92927955
552,142.6102144,97.54203585,100.7910826
553,145.6560848,102.34456145,108.47073945
554,141.50760735,95.65517715,100.06852860000001
555,140.80404775,95.11211245,99.3266001
556,141.50624009999999,96.6026241,100.13623925
557,142.12885875,101.6728431,108.29621850000001
558,140.79806,94.59169994999999,100.17764585
559,142.8881111,94.05021415,99.61084335
560,140.1728847,93.95789414999999,99.18487935
561,142.5482647,99.5925261,106.32866165
562,138.65074984999998,93.36363924999999,97.75007225
563,137.7986251,92.8370049,96.75397199999999
564,138.496354,92.9243066,96.49363795000001
565,141.2772703,99.92775215,103.91990455000001
566,137.68591255,91.45726775,94.92458705
567,137.6931195,91.09299460000001,94.16050725
568,136.78221530000002,91.48285165,93.87948375
569,139.04804575,97.1877991,100.6523331
570,134.92487845,92.31767985,91.67753315
571,135.0064196,90.89805134999999,91.5015269
572,133.72651045,91.93150879999999,90.1309593
573,134.4722069,97.46140154999999,97.83499069999999
574,128.84381185,91.12167445,88.95283095
575,131.911166,89.8507933,88.60507115
576,125.29446779999999,90.41437699999999,84.62818545
577,124.77228385000001,96.99688875,94.50368605
578,121.2863364,89.93312454999999,87.0271724
579,120.74318004999999,89.09415940000001,87.20633895
580,120.12077415,90.77489625000001,86.8705654
581,119.8114082,94.36920875,94.07803105
582,117.33570940000001,87.7897877,85.5142311
583,122.9639633,88.72023255,86.12974224999999
584,117.48404565,87.66421735,85.56694999999999
585,116.27619025,107.40230724999999,92.30020965
586,115.8635423,86.58262454999999,84.87039385
587,121.35218035,85.49011815,85.31758814999999
588,114.22149800000001,86.5499063,84.36095275
589,116.88633779999999,93.457293,91.6682281
590,114.08468535,87.2465051,83.07339125
591,114.5052401,86.65208525,82.63535379999999
592,114.44462125,87.2660236,82.6236936
593,116.50167,91.28027265,87.6324998
594,113.30716755,85.00808925,82.80218219999999
595,113.87027714999999,86.57628255,83.03830465
596,112.5588956,85.90282570000001,82.86412415000001
597,116.03349075,93.88933705000001,90.83268815
598,113.3859066,86.8325459,83.1429464
599,112.31842735,88.0782368,82.6207081
600,113.69873225,86.15270895,83.49670515
601,117.1408857,93.7039845,91.5907203
602,114.5034603,89.14903025,83.55057715
603,115.34299055,89.0278907,83.73206665
604,115.98710675000001,88.31519145,84.80315675
605,119.17076155,96.32720615,93.55845585
606,118.77136395,91.0211258,86.4547
607,118.27611934999999,91.89254905,87.41275555
608,119.71629175000001,92.4294303,88.6197702
609,124.1905757,100.0841823,99.50534105
610,123.8839914,94.66573824999999,94.94459785000001
611,126.8762205,97.2431148,97.73949714999999
612,127.6428582,99.6786481,99.04369375
613,137.3563048,106.9977587,107.9949548
614,129.991689,101.29916539999999,101.54767170000001
615,131.707093,102.83671325,102.85686905
616,132.86609455,117.88616520000001,104.57390029999999
617,141.53297845,112.2942212,113.74723230000001
618,135.29054895,106.07043275000001,105.22492225
619,136.26655835,106.6185361,106.3834081
620,137.34145125,106.64386175,104.6766719
621,139.38529585,114.51803109999999,113.25233990000001
622,138.28776125000002,106.89648755,104.81728695
623,139.01189945,105.91054545,103.3266778
624,137.26618805,104.0589236,102.9571019
625,136.3908074,110.1475286,110.07339905
626,131.13501165,100.38531505,99.5366811
627,130.33161040000002,101.51791955,100.57267089999999
628,133.33021365,100.9201041,100.73528905
629,134.35744815,108.21922555,109.31775875
630,131.7151348,101.80302325,101.23283845
631,132.28536305,101.54153174999999,101.38785585000001
632,133.67621695,103.6822148,102.59581575
633,137.4790654,111.11883995,112.402655
634,134.4205477,104.2579029,103.57260785
635,139.2192714,103.7831951,104.14389394999999
636,134.73983095,117.6538924,103.6450088
637,142.49486009999998,111.40121545000001,112.420713
638,134.05183715,104.816386,104.20940970000001
639,139.82567555000003,104.14147229999999,104.49817835
640,135.37493575,104.8239929,104.95090979999999
641,140.1497819,112.4112049,113.9289227
642,137.28579440000001,104.9468685,105.21607685
643,138.61416044999999,105.09890549999999,105.22403145
644,139.11787654999998,104.75047285000001,104.79816525000001
645,143.59018155,112.02090510000001,113.35207145
646,141.53431709999998,104.67923775,104.08045255
647,141.70084275000002,103.32049095,102.4817377
648,142.62525785,101.52002965,101.45273945
649,145.2654228,106.5279157,108.90179155
650,141.77734145,99.65897935,99.71566235
651,146.33064415,99.3245375,100.04760984999999
652,141.7273333,99.2730571,100.065454
653,142.87096724999998,105.8306669,107.93471000000001
